last_name, first_name,player_id,year,b_ab,b_total_pa,b_single,b_double,b_triple,b_home_run,b_walk,b_k_percent,b_bb_percent,on_base_plus_slg,isolated_power,b_rbi,b_total_bases,r_total_caught_stealing,r_total_stolen_base,b_hit_by_pitch,r_run,r_stolen_base_pct,xba,xslg,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrels,barrel_batted_rate,hard_hit_percent,whiff_percent,swing_percent,groundballs_percent,flyballs_percent,sprint_speed,
Pujols, Albert,405395,2021,130,140,16,2,0,8,6,15.7,4.3,.657,.200,22,52,0,1,4,13,,.254,.484,.335,.306,.230,90.7,16,32.1,11,9.8,42.9,20.3,46.3,39.3,31.3,22.4,
Cabrera, Miguel,408234,2021,149,165,23,2,0,5,14,23.0,8.5,.588,.114,21,47,0,0,1,13,,.222,.393,.301,.291,.171,89.7,8.8,25.6,10,8.5,46.2,23.5,48.9,53,23.9,24.3,
Molina, Yadier,425877,2021,148,159,23,11,0,7,9,20.8,5.7,.808,.216,27,73,0,0,0,18,,.286,.511,.354,.324,.225,89.8,17.1,36.8,11,9.4,39.3,30.6,58.2,36.8,29.9,23.3,
Suzuki, Kurt,435559,2021,88,100,14,3,0,1,6,19.0,6.0,.543,.068,5,24,0,0,3,6,,.189,.276,.248,.268,.086,84.4,13,28.8,2,2.7,23.3,20.9,47.6,49.3,20.5,25.0,
Cruz Jr., Nelson,443558,2021,171,198,30,7,1,10,19,20.2,9.6,.862,.228,25,87,0,1,3,27,,.255,.515,.373,.342,.260,92.3,10.1,27.5,21,15.2,53.6,31.5,49.2,46.4,31.2,26.0,
Peralta, David,444482,2021,204,220,29,12,5,4,16,17.3,7.3,.712,.167,30,84,1,1,0,24,,.236,.341,.278,.293,.106,88.6,4.3,26,9,5.3,37.9,23.3,46.4,55.6,14.2,27.6,
Pina, Manny,444489,2021,53,64,4,1,0,4,10,17.2,15.6,.712,.245,8,22,0,0,0,6,,.234,.470,.356,.355,.236,86.9,14.9,28.3,5,10.9,39.1,21.9,38.3,43.5,28.3,24.7,
Longoria, Evan,446334,2021,161,186,25,11,0,9,25,22.6,13.4,.892,.236,30,83,1,1,0,28,,.300,.600,.414,.394,.300,95.9,15.7,40.3,18,15.1,61.3,27.3,41.8,37.8,31.9,26.2,
Cabrera, Asdrubal,452678,2021,115,137,20,9,0,4,19,19.0,13.9,.856,.183,19,54,0,1,1,18,,.250,.433,.345,.359,.183,88.7,18.3,30.4,9,9.8,35.9,22.3,45.1,35.9,27.2,24.4,
Blackmon, Charlie,453568,2021,179,208,32,11,1,4,23,12.0,11.1,.778,.140,32,73,0,0,6,22,,.308,.491,.388,.402,.183,89,10.6,33.3,12,7.7,45.5,18.4,47.4,46.8,24.4,26.7,
Maldonado, Martin,455117,2021,144,159,15,3,1,4,13,31.4,8.2,.517,.118,14,40,0,0,2,14,,.194,.301,.261,.277,.107,87.9,17.2,33,4,4.1,27.8,30,44.6,38.1,26.8,23.5,
Cain, Lorenzo,456715,2021,103,118,16,4,0,3,14,20.3,11.9,.672,.126,9,36,1,4,1,17,,.244,.405,.329,.340,.161,88.5,8.2,35.4,5,6.3,40.5,26.3,42.6,46.8,27.8,28.4,
Solano, Donovan,456781,2021,96,107,19,5,0,2,6,19.6,5.6,.694,.115,11,37,0,1,1,13,,.253,.391,.294,.293,.138,86.7,11.3,40.2,5,6.1,34.1,18.1,49.3,41.5,25.6,25.9,
McCutchen, Andrew,457705,2021,183,221,23,6,1,10,33,26.2,14.9,.761,.208,28,78,0,3,1,25,,.249,.448,.353,.360,.199,89.1,10.4,34.8,11,8.3,38.6,29.6,39.5,49.2,24.2,28.5,
Upton, Justin,457708,2021,169,192,20,5,0,12,20,31.3,10.4,.764,.243,26,78,1,2,1,25,,.233,.485,.345,.318,.252,92.7,17.8,32.7,17,15,49.6,34,44.3,39.8,32.7,27.5,
Turner, Justin,457759,2021,200,233,35,9,0,9,30,20.6,12.9,.806,.180,30,89,0,0,1,36,,.254,.461,.353,.353,.207,91.6,19.9,39.9,15,9.5,48.1,19.9,43,35.4,32.3,25.1,
Posey III, Buster,457763,2021,140,159,30,5,0,10,18,17.0,11.3,.974,.250,21,80,0,0,1,26,,.306,.560,.397,.387,.255,89.6,8.3,41,12,10.3,47.9,22.4,43.7,46.2,22.2,24.5,
Votto, Joey,458015,2021,106,118,13,6,0,5,11,21.2,9.3,.730,.198,17,45,0,0,1,9,,.273,.541,.377,.347,.268,92.6,13.5,37,10,12.3,49.4,32.2,47.2,44.4,28.4,24.5,
Gardner, Brett,458731,2021,122,141,17,4,1,0,15,27.0,10.6,.499,.049,3,28,0,1,1,10,,.197,.285,.267,.296,.088,86.7,14.5,27.5,4,4.4,34.1,23.6,39.2,44,20.9,28.1,
Joyce, Matt,459964,2021,45,57,2,1,0,2,10,19.3,17.5,.547,.156,6,12,0,0,1,5,,.182,.347,.294,.335,.165,86.7,17,25.7,4,11.4,28.6,32,45.2,45.7,31.4,26.3,
Andrus, Elvis,462101,2021,183,197,29,8,1,0,12,17.3,6.1,.516,.055,7,48,2,3,0,14,,.249,.339,.278,.293,.090,87.4,7.8,33.1,3,1.9,32.5,21.4,48.5,47.4,18.2,26.4,
Sandoval, Pablo,467055,2021,50,58,8,0,0,4,7,31.0,12.1,.825,.240,10,24,0,0,1,9,,.203,.424,.320,.311,.221,94.9,17.1,39.4,4,12.1,59.4,33.1,49.8,30.3,36.4,22.2,
Ramos, Wilson,467092,2021,120,128,13,5,0,6,6,22.7,4.7,.626,.192,13,47,0,0,0,12,,.233,.409,.291,.270,.176,90,7.7,30.8,9,9.9,45.1,28,55.5,52.7,19.8,23.5,
Santana, Carlos,467793,2021,186,234,32,4,0,10,42,15.0,17.9,.815,.183,36,80,0,2,2,34,,.246,.490,.376,.383,.245,89.9,14.6,28.6,16,9.9,42.9,24.1,43.6,42.9,28.6,24.8,
Belt, Brandon,474832,2021,114,137,14,4,0,8,21,33.6,15.3,.824,.246,21,54,1,2,1,18,,.207,.450,.348,.339,.243,90.1,22.4,36.2,13,18.8,49.3,31.4,44.1,33.3,33.3,24.3,
Zimmerman, Ryan,475582,2021,92,96,16,7,0,6,4,27.1,4.2,.931,.272,17,54,0,0,0,13,,.241,.435,.301,.271,.194,91,9.7,31.9,7,10.1,47.8,30.3,49.9,44.9,21.7,26.2,
Lowrie, Jed,476704,2021,199,223,31,15,0,4,24,20.2,10.8,.719,.136,28,77,0,0,0,26,,.269,.480,.355,.348,.211,90.8,16.7,37,15,9.7,45.5,22.1,43.9,36.4,30.5,25.6,
Avila, Alex,488671,2021,44,56,1,5,1,0,11,30.4,19.6,.657,.159,5,14,0,0,1,1,,.173,.269,.290,.341,.096,87.7,9.6,40,2,6.7,36.7,36.8,37.7,43.3,26.7,23.8,
Brantley Jr., Michael,488726,2021,167,179,33,14,1,3,10,12.3,5.6,.801,.150,15,76,1,0,1,25,,.343,.526,.395,.386,.182,90.8,9.4,47.9,11,7.5,43.8,10.9,48.5,43.8,18.5,25.9,
Castro, Jason,488771,2021,48,59,7,4,0,2,9,28.8,15.3,.869,.208,8,23,0,0,1,10,,.254,.511,.382,.382,.257,91.5,14.1,46.9,5,15.6,40.6,38.5,38.9,37.5,28.1,26.4,
Gurriel, Yuli,493329,2021,190,220,35,16,0,7,24,9.5,10.9,.877,.195,39,95,1,0,1,25,,.279,.431,.344,.361,.152,90.4,14.9,34.3,8,4.4,44.2,14.7,44.4,39.2,27.1,26.9,
Rojas, Miguel,500743,2021,171,192,28,14,2,3,17,14.6,8.9,.787,.158,16,74,1,4,4,32,,.246,.368,.310,.329,.122,87.6,12.7,33.6,4,2.8,37.8,21.9,44.6,41.3,25.2,26.9,
Escobar, Eduardo,500871,2021,231,246,32,8,1,14,14,22.8,5.7,.744,.225,41,107,0,1,0,33,,.238,.455,.316,.286,.217,88.6,20.2,34.6,17,9.5,36.3,25.9,48.6,33,35.8,27.7,
Adrianza, Ehire,501303,2021,85,96,12,3,1,3,7,18.8,7.3,.659,.165,17,33,0,0,0,13,,.260,.373,.310,.323,.113,84.8,13.9,37.3,1,1.3,36,19.6,48.1,42.7,17.3,26.8,
Lagares, Juan,501571,2021,81,84,11,6,1,0,3,23.8,3.6,.571,.099,9,26,0,0,0,12,,.245,.349,.270,.271,.104,91.5,8.2,32.3,5,7.7,46.2,23.5,50.9,43.1,21.5,27.7,
Davis, Khris,501981,2021,51,61,4,1,1,2,8,26.2,13.1,.596,.176,5,17,0,0,0,8,,.203,.382,.323,.318,.179,90.2,12.2,29.7,4,10.8,43.2,36.8,47.1,54.1,24.3,25.7,
Pham, Tommy,502054,2021,163,199,28,2,2,4,32,21.1,16.1,.683,.110,17,54,2,6,2,21,,.252,.446,.366,.385,.194,90,8.9,35.7,14,11.1,44.4,26.7,38,47.6,24.6,27.9,
Martinez, J.D.,502110,2021,204,229,39,14,0,12,23,20.5,10.0,.952,.245,39,115,0,0,1,40,,.305,.560,.395,.376,.255,92,15.1,41,18,11.2,46,29.5,52.7,37.3,29.2,26.0,
Reddick, Josh,502210,2021,52,54,11,8,0,0,2,16.7,3.7,.908,.154,7,27,0,0,0,5,,.292,.382,.303,.316,.090,86.2,15,36.2,1,2.1,27.7,18.3,52.6,36.2,29.8,26.3,
Goldschmidt, Paul,502671,2021,219,242,33,12,1,7,21,23.1,8.7,.712,.160,29,88,0,3,1,33,,.266,.498,.353,.330,.232,92.8,19.1,33.3,18,10.7,52.4,26.3,47,38.7,28.6,26.6,
Gonzalez, Marwin,503556,2021,154,175,18,12,0,1,13,23.4,7.4,.590,.097,13,46,0,2,7,16,,.240,.371,.311,.325,.131,89.2,10.9,34.2,6,5.1,38.5,22.1,43.7,46.2,17.9,26.9,
Leon, Sandy,506702,2021,86,95,13,2,0,1,5,26.3,5.3,.486,.058,4,21,0,0,2,6,,.185,.299,.236,.239,.114,87.9,24,27.3,2,3,28.8,26.5,45.5,36.4,40.9,23.1,
Altuve, Jose,514888,2021,189,216,45,6,0,8,22,13.4,10.2,.851,.159,26,89,1,2,1,38,,.281,.461,.352,.355,.180,88.4,14.2,34.5,12,7,43.3,20.3,47.3,42.7,21.1,28.5,
Hernandez, Cesar,514917,2021,217,242,30,8,1,9,24,20.2,9.9,.693,.171,19,85,0,0,1,31,,.262,.455,.344,.337,.192,89.5,12.2,34.7,16,9.4,38.8,21.7,44.5,44.1,26.5,28.8,
Segura, Jean,516416,2021,156,169,37,9,1,3,10,13.6,5.9,.816,.128,12,70,0,6,2,22,,.266,.382,.311,.319,.117,88,1.8,28.4,7,5.2,38.8,19.2,48.5,59,14.9,26.9,
Castro, Starlin,516770,2021,202,221,41,8,0,2,16,19.5,7.2,.625,.069,20,65,0,0,0,12,,.242,.366,.294,.298,.124,87.1,6.7,27.4,9,5.4,37.5,22.4,47.4,56,19.6,25.8,
Marte, Starling,516782,2021,76,92,14,5,1,3,12,21.7,13.0,.926,.211,10,39,3,4,3,16,,.282,.474,.381,.397,.192,88.8,8,38.7,6,9.7,43.5,26.1,49,41.9,25.8,27.9,
Culberson, Charlie,518586,2021,119,129,17,6,1,3,7,26.4,5.4,.633,.143,12,44,0,2,0,10,,.212,.309,.245,.254,.097,85.6,11.4,32.2,3,3.3,27.8,34.6,52.8,51.1,21.1,27.9,
d'Arnaud, Travis,518595,2021,82,87,12,4,0,2,4,23.0,4.6,.594,.122,11,28,0,0,0,5,,.259,.445,.313,.291,.186,90.6,8.5,33.3,6,9.5,36.5,25.7,52.8,41.3,27,26.0,
Donaldson, Josh,518626,2021,154,185,22,10,0,5,26,15.7,14.1,.749,.162,20,62,0,0,1,21,,.282,.540,.388,.379,.258,92.7,12.6,27.8,21,15.8,51.1,24.7,46.7,45.1,24.1,24.3,
Freeman, Freddie,518692,2021,198,238,28,6,0,13,38,17.2,16.0,.830,.227,31,92,1,3,2,37,,.297,.573,.411,.414,.276,91.9,13.6,37.4,20,12.3,50.9,22.8,49.1,39.9,30.7,26.7,
Grandal, Yasmani,518735,2021,104,152,6,2,0,8,45,27.0,29.6,.805,.250,20,42,0,0,0,26,,.210,.472,.401,.436,.262,94.2,14.1,28.8,11,15.1,57.5,29.2,26.6,46.6,31.5,23.2,
Heyward, Jason,518792,2021,130,142,12,6,1,4,11,24.6,7.7,.577,.154,13,43,0,3,1,15,,.216,.363,.285,.280,.147,88.8,6.8,27.6,7,7.1,43.9,27.7,48.2,50,15.3,26.7,
LeMahieu, DJ,518934,2021,212,241,46,6,0,3,26,17.4,10.8,.670,.071,14,70,0,2,1,33,,.270,.379,.328,.353,.108,89.8,4.9,30.9,5,2.8,43.3,19.2,42.4,55.1,19.1,26.4,
Moreland, Mitch,519048,2021,113,126,18,4,0,5,10,22.2,7.9,.709,.168,17,46,0,0,1,13,,.227,.354,.284,.291,.127,89.1,11,27.3,4,4.5,42,28.3,48.2,51.1,22.7,24.6,
Moustakas, Mike,519058,2021,87,104,12,5,0,4,12,17.3,11.5,.773,.195,13,38,0,0,2,15,,.207,.323,.296,.316,.116,86.5,16.5,30.6,3,4.2,29.2,26,48.4,38.9,22.2,25.6,
Rizzo, Anthony,519203,2021,179,211,28,11,2,5,26,11.8,12.3,.780,.168,22,76,0,4,3,23,,.272,.433,.350,.369,.161,90.9,14.5,31.5,12,7.4,42,18.6,46.6,43.2,26.5,25.4,
Sogard, Eric,519299,2021,106,116,21,3,1,1,8,18.1,6.9,.614,.075,10,34,0,2,0,15,,.190,.269,.231,.244,.079,84.7,8.9,25.3,1,1.1,18.7,11,43.4,50.5,28.6,25.6,
Stanton, Giancarlo,519317,2021,154,171,24,6,0,9,17,29.8,9.9,.795,.214,24,72,0,0,0,16,,.258,.486,.349,.331,.228,98.6,8.6,25.2,18,17.5,65,37.5,46.5,53.4,19.4,24.8,
Vogt, Stephen,519390,2021,85,97,7,4,1,4,12,24.7,12.4,.689,.212,14,34,0,0,0,8,,.195,.364,.290,.293,.168,88.2,21.6,33.9,3,4.8,35.5,31.6,42.3,27.4,38.7,26.5,
Galvis, Freddy,520471,2021,179,200,24,10,1,9,17,22.0,8.5,.779,.218,22,83,0,1,2,28,,.210,.368,.284,.283,.157,88.1,14.4,37.3,9,6.3,32.4,22.7,48.4,38.7,25.4,25.5,
Perez, Salvador,521692,2021,215,225,36,11,0,12,5,25.8,2.2,.795,.219,38,106,0,0,4,24,,.283,.574,.375,.315,.291,92.8,14.5,36.2,23,14.1,55.8,33.7,59.7,38.7,30.1,25.9,
Flores, Wilmer,527038,2021,121,137,21,5,1,3,14,14.6,10.2,.709,.132,16,46,0,1,1,16,,.220,.342,.285,.302,.122,87.3,17.6,30.2,4,3.8,34,15.6,44.2,36.8,30.2,24.7,
Garcia, Avisail,541645,2021,175,194,27,6,0,10,15,25.8,7.7,.766,.206,31,79,2,4,3,27,,.275,.526,.369,.343,.252,91.5,8.1,34.1,17,12.9,49.2,33.9,54.8,51.5,26.5,28.7,
Ozuna, Marcell,542303,2021,188,208,27,6,0,7,19,22.1,9.1,.645,.144,26,67,0,0,1,21,,.268,.471,.350,.339,.203,89.7,14.5,35.2,14,9.9,40.8,27.2,48.5,35.9,29.6,26.5,
Villar, Jonathan,542340,2021,137,155,23,5,1,5,17,23.2,11.0,.744,.161,14,56,4,6,1,21,,.248,.442,.334,.336,.194,88.1,9.9,30.7,9,8.9,33.7,28.1,47.7,48.5,23.8,27.5,
Aguilar, Jesus,542583,2021,189,212,30,9,0,11,18,18.4,8.5,.812,.222,41,92,0,0,1,22,,.291,.523,.362,.347,.232,89.7,18.4,37.7,15,9.3,40.1,24.9,48,34.6,31.5,24.8,
Berti, Jon,542932,2021,119,139,11,6,1,2,18,23.7,12.9,.566,.118,10,34,2,4,1,17,,.216,.335,.296,.317,.119,86.9,0.9,29.8,3,3.2,39.4,24.8,42.2,61.7,12.8,29.8,
Crawford, Brandon,543063,2021,164,188,22,9,0,12,21,23.9,11.2,.888,.274,37,88,0,3,2,32,,.264,.550,.376,.353,.286,90.2,13.2,40,19,15.8,45.8,32.8,50.1,40.8,30,25.3,
Cron, C.J.,543068,2021,138,162,24,7,1,5,20,25.3,12.3,.819,.174,18,61,0,0,4,22,,.266,.457,.362,.373,.191,89.6,14.1,40.4,9,9.1,37.4,31.8,45.6,38.4,30.3,25.8,
Dickerson, Alex,543105,2021,128,141,19,3,1,6,10,20.6,7.1,.704,.180,22,52,0,1,3,17,,.284,.471,.355,.348,.187,86.3,16,35.3,10,9.8,40.2,24.6,49.4,38.2,25.5,26.4,
Gomes, Yan,543228,2021,128,134,22,5,1,5,4,15.7,3.0,.721,.172,17,55,0,0,2,16,,.313,.522,.362,.343,.210,88.2,8.8,35.5,10,9.3,34.6,15.8,49.1,47.7,15.9,26.8,
Grossman, Robbie,543257,2021,199,244,28,9,2,6,37,24.2,15.2,.730,.156,25,76,1,8,3,28,,.233,.406,.338,.357,.173,88.5,20.5,45.3,12,8.1,35.1,23.7,39,28.4,34.5,27.6,
Harrison, Josh,543281,2021,162,182,32,7,0,4,13,12.1,7.1,.729,.117,18,62,3,2,7,18,,.274,.438,.348,.356,.164,86.5,15.2,37.5,7,4.9,33.3,19.4,51,40.3,29.2,26.8,
Hicks, Aaron,543305,2021,108,126,14,3,0,4,14,23.8,11.1,.627,.139,14,36,0,0,2,13,,.242,.425,.334,.339,.183,89.3,19.1,36.3,8,10,38.8,29.3,40.7,33.8,27.5,26.9,
Higashioka, Kyle,543309,2021,73,83,5,4,0,5,10,28.9,12.0,.741,.260,9,33,0,0,0,10,,.212,.456,.325,.304,.244,88.7,18.6,36.5,6,11.5,40.4,32.7,45.2,30.8,34.6,25.5,
Hosmer, Eric,543333,2021,194,212,40,8,0,5,15,14.6,7.1,.722,.119,30,76,1,4,2,18,,.284,.417,.331,.340,.133,90.9,1.6,23.2,8,4.8,47,22.2,49.1,58.9,12.5,25.6,
McCann, James,543510,2021,141,153,23,4,0,5,12,27.5,7.8,.649,.135,19,51,0,0,0,11,,.233,.406,.303,.292,.173,88.7,9.6,33.7,8,7.9,47.5,29.1,47.6,52.5,23.8,26.8,
Miller, Brad,543543,2021,114,125,22,3,1,5,11,34.4,8.8,.783,.175,15,51,0,3,0,18,,.250,.408,.314,.321,.157,91.8,12.7,27.4,7,9.6,49.3,35.7,43.8,47.9,20.5,27.8,
Nola, Austin,543592,2021,46,59,7,2,0,1,8,5.1,13.6,.699,.109,11,15,0,0,4,4,,.243,.378,.351,.393,.135,91.8,14,29.5,1,2.3,45.5,10.1,41.4,45.5,18.2,25.8,
Rendon, Anthony,543685,2021,139,156,23,6,0,3,15,15.4,9.6,.646,.108,21,47,0,0,1,14,,.251,.394,.315,.324,.143,89.9,20.4,32.2,6,5,41.3,15.6,48.6,33.1,31.4,25.1,
Semien, Marcus,543760,2021,224,250,40,13,1,13,25,24.8,10.0,.908,.241,32,121,0,9,0,38,,.244,.449,.334,.321,.205,90.4,20.3,37.3,14,8.4,42.8,25,43.7,31.3,36.7,28.2,
Shaw, Travis,543768,2021,169,192,20,7,0,6,19,25.0,9.9,.630,.148,26,58,0,0,3,14,,.232,.406,.317,.317,.174,87.5,19.6,28.6,10,7.9,38.9,22.4,47.3,36.5,31,25.0,
Vazquez, Christian,543877,2021,175,188,31,10,0,3,11,19.7,5.9,.653,.109,24,63,1,5,0,22,,.238,.365,.281,.280,.127,88,14.8,34.7,6,4.2,36.1,19.2,48,42.4,26.4,25.3,
Wong, Kolten,543939,2021,159,176,28,12,1,4,12,14.8,6.8,.793,.164,15,71,3,5,4,24,,.268,.415,.324,.332,.147,87.6,9.7,34.8,9,6.7,36.3,16.6,47.1,45.9,23.7,27.2,
Gregorius, Didi,544369,2021,118,128,19,4,0,4,5,20.3,3.9,.630,.136,22,43,0,1,2,10,,.209,.292,.234,.248,.084,84.5,20.7,28.4,2,2.1,25.3,26,57.8,36.8,23.2,27.5,
Garcia, Leury,544725,2021,148,166,27,6,1,0,12,24.1,7.2,.561,.054,17,42,1,2,0,21,,.225,.312,.265,.281,.086,85.7,2.9,26.7,4,3.4,28.4,27.1,54.4,58.6,18.1,28.3,
Grichuk, Randal,545341,2021,213,224,34,14,0,12,9,20.5,4.0,.829,.235,42,110,2,0,1,28,,.264,.486,.336,.300,.221,90,16.2,37.3,20,11.8,45,24.8,55.5,37.9,28.4,28.0,
Marisnick, Jake,545350,2021,53,60,5,3,2,4,5,31.7,8.3,.973,.358,14,33,1,2,2,11,,.244,.446,.338,.332,.202,87.3,18.4,44.1,5,14.7,41.2,28.5,48.6,23.5,20.6,28.5,
Trout, Mike,545361,2021,117,146,22,8,1,8,27,28.1,18.5,1.090,.291,18,73,0,2,2,23,,.297,.574,.421,.437,.276,91.9,12.9,38.2,14,18.4,52.6,27.5,39.3,43.4,26.3,29.3,
Herrera, Odubel,546318,2021,123,139,22,6,1,4,12,17.3,8.6,.769,.163,12,53,0,3,2,16,,.256,.374,.311,.328,.118,90,7.6,35.6,4,3.8,46.2,21.5,44.8,51.9,16.3,27.7,
Ruiz, Rio,547004,2021,90,101,9,3,0,3,9,28.7,8.9,.548,.133,6,27,0,2,1,10,,.183,.299,.254,.264,.116,86.6,12.3,27.4,3,4.8,24.2,30.5,53.3,45.2,29,25.2,
Harper, Bryce,547180,2021,138,166,23,8,0,7,25,27.7,15.1,.883,.210,14,67,0,5,3,26,,.284,.585,.413,.401,.301,90.5,12.4,40.6,16,16.7,41.7,34.8,48.8,41.7,18.8,27.6,
Perez, Roberto,547379,2021,61,73,4,1,0,3,11,38.4,15.1,.569,.164,9,18,0,1,1,6,,.201,.378,.319,.332,.177,91.5,2.5,27.3,4,12.1,45.5,37.2,39.1,63.6,15.2,24.4,
Abreu, Jose,547989,2021,191,224,30,7,1,11,22,25.0,9.8,.820,.220,46,91,0,1,6,27,,.251,.507,.368,.346,.256,92.3,8.3,28,17,11.9,50.3,33.3,47,53.1,25.2,26.4,
Diaz, Elias,553869,2021,92,101,10,2,0,1,8,23.8,7.9,.404,.054,6,18,0,0,0,10,,.201,.307,.256,.265,.106,88.1,11.5,31.9,3,4.3,34.8,27.1,51.3,46.4,15.9,25.7,
Narvaez, Omar,553882,2021,123,141,27,7,0,6,13,17.0,9.2,.933,.203,17,65,0,0,4,17,,.294,.501,.384,.383,.207,87.2,17,49,11,10.8,29.4,22.4,50.4,32.4,33.3,24.6,
Astudillo, Willians,553902,2021,106,109,20,4,0,4,0,7.3,0.0,.690,.151,12,44,0,0,2,7,,.256,.393,.282,.267,.137,85.3,19.5,31.4,5,4.9,32.4,8.6,61.1,37.3,24.5,23.6,
Suarez, Eugenio,553993,2021,212,235,15,6,0,13,18,31.5,7.7,.607,.212,28,79,0,0,3,31,,.203,.435,.304,.273,.232,87,16.4,28.5,20,13.9,32.6,32.3,42.7,41,31.9,26.9,
Polanco, Gregory,570256,2021,152,173,21,6,1,5,16,31.2,9.2,.652,.151,17,56,0,5,0,16,,.214,.402,.303,.291,.188,88.8,16.4,33.6,12,11.2,45.8,32.7,47.8,35.5,24.3,27.3,
Gonzalez, Erik,570481,2021,175,183,30,6,0,2,8,16.4,4.4,.537,.069,17,50,0,2,0,14,,.253,.358,.281,.285,.105,87.3,0.8,26.5,5,3.3,33.1,24,56.1,62.9,11.9,27.3,
Urshela, Gio,570482,2021,184,198,33,10,0,6,13,24.2,6.6,.732,.152,26,77,0,1,0,16,,.266,.468,.334,.312,.202,90.2,7.4,38.7,14,9.9,45.1,24.8,54.2,46.5,23.2,25.7,
Schoop, Jonathan,570731,2021,202,221,37,6,1,9,15,22.2,6.8,.752,.173,26,88,0,0,2,23,,.238,.382,.298,.296,.143,88.2,8.9,24.4,12,7.5,39.4,23.7,51,51.9,16.9,27.1,
Arenado, Nolan,571448,2021,226,244,32,18,1,11,14,13.5,5.7,.829,.235,38,115,0,0,2,29,,.269,.438,.320,.317,.169,88.3,19.8,37.7,14,7,37.2,18,47.6,31.7,27.1,25.4,
Barnhart, Tucker,571466,2021,136,156,22,12,0,3,15,29.5,9.6,.785,.154,19,58,0,0,4,24,,.219,.362,.301,.316,.143,88.5,15.1,46.7,5,5.4,34.8,28.5,46.2,38,29.3,24.5,
Farmer, Kyle,571657,2021,146,161,23,3,0,4,8,16.8,5.0,.582,.103,17,45,2,1,6,14,,.240,.374,.298,.304,.134,87.3,15.2,31.7,5,4.2,33.3,19.9,47.2,40.8,30,26.9,
Hamilton, Billy,571740,2021,66,72,8,3,2,2,3,30.6,4.2,.674,.197,10,28,0,5,0,13,,.209,.304,.240,.241,.094,86.7,17.6,40.8,1,2,22.4,28.4,56.3,40.8,30.6,29.7,
Haniger, Mitch,571745,2021,225,245,29,15,1,14,17,23.3,6.9,.835,.262,37,118,0,0,0,38,,.267,.513,.352,.315,.246,89,15.3,28.3,23,13.3,43.4,31,47.6,46.2,30.1,26.8,
Hernandez, Enrique,571771,2021,166,180,23,9,1,5,11,22.2,6.1,.669,.157,13,64,0,1,2,27,,.215,.383,.284,.270,.169,89.7,17.4,25.8,9,7,34.4,23.6,45.4,41.4,30.5,27.3,
Holt, Brock,571788,2021,77,89,13,4,0,1,11,22.5,12.4,.662,.091,10,25,0,2,1,6,,.228,.317,.293,.326,.090,88.1,10.3,35.5,1,1.6,22.6,18.8,36.6,45.2,30.6,25.5,
Lamb, Jake,571875,2021,51,62,9,2,0,3,10,25.8,16.1,.893,.216,6,25,0,0,1,12,,.271,.483,.377,.387,.213,93.2,16.6,35,4,10,46.2,25,41,42.5,22.5,25.8,
Muncy, Max,571970,2021,181,231,27,7,1,13,45,20.8,19.5,.955,.265,30,96,0,1,5,39,,.290,.582,.431,.443,.291,91,13.2,37.3,21,15.7,41,23.8,33.9,41.8,29.1,27.2,
Myers, Wil,571976,2021,157,176,27,7,0,6,18,22.7,10.2,.744,.159,23,65,3,4,0,19,,.216,.377,.295,.298,.161,85.7,7,27.7,9,7.6,37.8,28.9,45.2,49.6,27.7,28.3,
Naquin, Tyler,571980,2021,166,188,23,8,0,11,16,24.5,8.5,.830,.247,38,83,1,4,4,20,,.261,.513,.361,.338,.251,91.5,12.4,29.3,16,13,46.3,26.3,54.5,44.7,28.5,27.4,
Piscotty, Stephen,572039,2021,120,132,16,6,0,4,11,23.5,8.3,.655,.150,11,44,0,1,1,11,,.243,.425,.320,.312,.183,86,17.4,38.2,9,10.1,40.4,24.5,52.1,36,28.1,25.7,
Pollock, AJ,572041,2021,99,108,18,5,0,4,8,23.1,7.4,.778,.172,18,44,0,2,1,14,,.269,.451,.331,.328,.182,92,14.2,31.2,7,9.1,49.4,21.5,54,41.6,22.1,28.1,
Seager, Kyle,572122,2021,224,247,22,14,1,11,18,23.9,7.3,.712,.219,34,97,0,2,3,22,,.245,.503,.344,.310,.258,90.6,19.5,37.3,23,13.6,46.2,30.6,50.3,30.2,37.3,25.7,
Taylor, Michael A.,572191,2021,165,178,32,5,1,5,11,33.7,6.2,.703,.133,22,65,2,4,1,23,,.234,.390,.292,.283,.155,89.3,11.8,32.4,8,7.4,38.9,40.5,53.6,47.2,22.2,28.4,
Voit III, Luke,572228,2021,44,50,7,0,0,1,5,30.0,10.0,.530,.068,3,11,0,0,1,4,,.209,.317,.282,.304,.108,86.5,7.7,13.8,2,6.9,31,43.6,55.6,55.2,17.2,24.3,
Walker, Christian,572233,2021,84,91,12,2,1,1,6,20.9,6.6,.516,.083,8,23,0,0,0,8,,.239,.352,.277,.283,.112,88.4,18.3,27.8,3,4.2,38.9,26.5,57.5,38.9,26.4,27.3,
Zunino, Mike,572287,2021,119,132,8,4,0,12,11,40.2,8.3,.818,.336,24,64,0,0,2,21,,.212,.553,.357,.298,.342,91.1,28.2,33.8,18,26.5,42.6,42.6,47.1,29.4,26.5,25.9,
