Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,FirstName,LastName,suffix,batterid
Michael Pineda,30,578,MLB-AL,Minnesota,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Michael,Pineda,Pineda,501381
Jose Pirela,29,519,MLB-NL,"Philadelphia,San Diego",14,24,22,1,4,1,0,1,2,2,0,7,0,0,0,1,0,0,0.182,0.25,0.364,0.614,Jose,Pirela,Pirela,517369
Stephen Piscotty,28,519,MLB-AL,Oakland,93,393,357,46,89,17,1,13,44,29,0,84,3,1,3,13,2,0,0.249,0.309,0.412,0.72,Stephen,Piscotty,Piscotty,572039
Nick Pivetta,26,520,MLB-NL,Philadelphia,14,27,25,1,2,0,0,0,0,1,0,19,0,1,0,0,0,0,0.08,0.115,0.08,0.195,Nick,Pivetta,Pivetta,601713
Kevin Plawecki,28,519,MLB-AL,Cleveland,59,174,158,13,35,10,0,3,17,12,0,31,3,0,1,4,0,0,0.222,0.287,0.342,0.629,Kevin,Plawecki,Plawecki,608700
Zach Plesac,24,521,MLB-AL,Cleveland,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,Zach,Plesac,Plesac,668676
Adam Plutko,27,558,MLB-AL,Cleveland,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Adam,Plutko,Plutko,592644
Gregory Polanco,27,624,MLB-NL,Pittsburgh,42,167,153,23,37,8,1,6,17,12,1,49,1,0,0,4,3,1,0.242,0.301,0.425,0.726,Gregory,Polanco,Polanco,570256
Jorge Polanco,25,519,MLB-AL,Minnesota,153,704,631,107,186,40,7,22,79,60,2,116,4,2,7,11,4,3,0.295,0.356,0.485,0.841,Jorge,Polanco,Polanco,593871
AJ Pollock,31,519,MLB-NL,Los Angeles,86,342,308,49,82,15,1,15,47,23,1,74,7,0,4,7,5,1,0.266,0.327,0.468,0.795,AJ,Pollock,Pollock,572041
Drew Pomeranz,30,572,MLB-NL,"Milwaukee,San Francisco",15,20,19,0,0,0,0,0,0,0,0,13,0,1,0,1,0,0,0.0,0.0,0.0,0.0,Drew,Pomeranz,Pomeranz,519141
Daniel Ponce de Leon,27,547,MLB-NL,St. Louis,8,12,9,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0.0,0.1,0.0,0.1,Daniel,Ponce,Leon,594965
Rick Porcello,30,533,MLB-AL,Boston,3,6,6,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0.0,0.0,0.0,0.0,Rick,Porcello,Porcello,519144
Buster Posey,32,519,MLB-NL,San Francisco,114,445,405,43,104,24,0,7,38,34,1,71,4,1,1,18,0,0,0.257,0.32,0.368,0.688,Buster,Posey,Posey,457763
Martin Prado,35,519,MLB-NL,Miami,104,260,245,26,57,9,0,2,15,12,0,41,0,0,3,10,0,0,0.233,0.265,0.294,0.559,Martin,Prado,Prado,445988
David Price,33,695,MLB-AL,Boston,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,David,Price,Price,456034
Jurickson Profar,26,519,MLB-AL,Oakland,139,518,459,65,100,24,2,20,67,48,2,75,8,0,3,12,9,1,0.218,0.301,0.41,0.711,Jurickson,Profar,Profar,595777
Austin Pruitt,29,567,MLB-AL,Tampa Bay,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Austin,Pruitt,Pruitt,643493
Cesar Puello,28,575,"MLB-NL,MLB-AL","Miami,Los Angeles",44,147,125,14,31,5,0,4,18,10,1,38,11,1,0,2,0,0,0.248,0.356,0.384,0.74,Cesar,Puello,Puello,527049
Yasiel Puig,28,521,"MLB-NL,MLB-AL","Cincinnati,Cleveland",149,611,555,76,148,30,2,24,84,44,1,133,8,0,4,13,19,7,0.267,0.327,0.458,0.785,Yasiel,Puig,Puig,624577
Albert Pujols,39,519,MLB-AL,Los Angeles,131,545,491,55,120,22,0,23,93,43,1,68,3,0,8,21,3,0,0.244,0.305,0.43,0.734,Albert,Pujols,Pujols,405395
Cal Quantrill,24,527,MLB-NL,San Diego,18,30,25,1,2,0,0,0,1,1,0,6,0,4,0,0,0,1,0.08,0.115,0.08,0.195,Cal,Quantrill,Quantrill,615698
Jose Quijada,23,582,MLB-NL,Miami,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jose,Quijada,Quijada,650671
Roman Quinn,26,563,MLB-NL,Philadelphia,44,123,109,18,23,3,1,4,11,12,0,35,1,1,0,2,8,0,0.211,0.295,0.367,0.662,Roman,Quinn,Quinn,596451
Jose Quintana,30,522,MLB-NL,Chicago,31,63,54,2,5,1,0,0,3,0,0,27,0,9,0,1,0,0,0.093,0.093,0.111,0.204,Jose,Quintana,Quintana,500779
Tanner Rainey,26,562,MLB-NL,Washington,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Tanner,Rainey,Rainey,663432
Hanley Ramirez,35,684,MLB-AL,Cleveland,16,57,49,4,9,1,0,2,8,8,0,17,0,0,0,2,0,0,0.184,0.298,0.327,0.625,Hanley,Ramirez,Ramirez,434670
Harold Ramirez,24,519,MLB-NL,Miami,119,446,421,54,116,20,3,11,50,18,1,91,5,0,1,8,2,1,0.276,0.312,0.416,0.728,Harold,Ramirez,Ramirez,623912
Jose Ramirez,26,522,MLB-AL,Cleveland,129,542,482,68,123,33,3,23,83,52,3,74,2,0,6,8,24,4,0.255,0.327,0.479,0.806,Jose,Ramirez,Ramirez,542432
Nick Ramirez,29,621,MLB-AL,Detroit,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Nick,Ramirez,Ramirez,598286
Yefry Ramirez,25,551,MLB-NL,Pittsburgh,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Yefry,Ramirez,Ramirez,606162
Wilson Ramos,31,519,MLB-NL,New York,141,524,473,52,136,19,0,14,73,44,5,69,4,0,3,16,1,0,0.288,0.351,0.416,0.768,Wilson,Ramos,Ramos,467092
Rangel Ravelo,27,520,MLB-NL,St. Louis,29,43,39,4,8,2,0,2,7,3,0,12,0,0,1,1,0,0,0.205,0.256,0.41,0.666,Rangel,Ravelo,Ravelo,592660
Robbie Ray,27,520,MLB-NL,Arizona,30,60,55,1,4,0,0,0,3,0,0,28,0,5,0,2,0,0,0.073,0.073,0.073,0.145,Robbie,Ray,Ray,592662
Raudy Read,25,519,MLB-NL,Washington,6,11,11,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0.091,0.091,0.091,0.182,Raudy,Read,Read,600466
J.T. Realmuto,28,526,MLB-NL,Philadelphia,145,593,538,92,148,36,3,25,83,41,2,123,5,0,8,12,9,1,0.275,0.328,0.493,0.82,J.T.,Realmuto,Realmuto,592663
Josh Reddick,32,520,MLB-AL,Houston,141,550,501,57,138,19,3,14,56,36,1,66,0,1,9,9,5,2,0.275,0.319,0.409,0.728,Josh,Reddick,Reddick,502210
AJ Reed,26,578,MLB-AL,Chicago,14,49,44,1,6,0,0,1,4,4,0,21,0,0,1,1,0,0,0.136,0.204,0.205,0.409,AJ,Reed,Reed,607223
Cody Reed,26,667,MLB-NL,Cincinnati,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Cody,Reed,Reed,642003
Michael Reed,26,700,MLB-NL,San Francisco,4,8,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Michael,Reed,Reed,605439
Sean Reid-Foley,23,559,MLB-AL,Toronto,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Sean,Reid-Foley,Reid-Foley,656887
Anthony Rendon,29,520,MLB-NL,Washington,146,646,545,117,174,44,3,34,126,80,8,86,12,0,9,12,5,1,0.319,0.412,0.598,1.01,Anthony,Rendon,Rendon,543685
Hunter Renfroe,27,519,MLB-NL,San Diego,140,494,440,64,95,19,1,33,64,46,1,154,2,0,6,6,5,0,0.216,0.289,0.489,0.778,Hunter,Renfroe,Renfroe,592669
Luis Rengifo,22,531,MLB-AL,Los Angeles,108,406,357,44,85,18,3,7,33,40,0,93,5,1,3,6,2,5,0.238,0.321,0.364,0.685,Luis,Rengifo,Rengifo,650859
Franmil Reyes,23,519,"MLB-AL,MLB-NL","Cleveland,San Diego",150,548,494,69,123,19,0,37,81,47,1,156,0,0,7,15,0,0,0.249,0.31,0.512,0.822,Franmil,Reyes,Reyes,614177
Gerardo Reyes,26,663,MLB-NL,San Diego,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Gerardo,Reyes,Reyes,622103
Pablo Reyes,25,519,MLB-NL,Pittsburgh,71,157,143,18,29,7,2,2,19,13,0,36,1,0,0,0,1,1,0.203,0.274,0.322,0.596,Pablo,Reyes,Reyes,622569
Victor Reyes,24,519,MLB-AL,Detroit,69,292,276,29,84,16,5,3,25,14,0,64,0,0,2,5,9,3,0.304,0.336,0.431,0.767,Victor,Reyes,Reyes,622682
Bryan Reynolds,24,523,MLB-NL,Pittsburgh,134,546,491,83,154,37,4,16,68,46,0,121,6,0,3,9,3,0,0.314,0.377,0.503,0.88,Bryan,Reynolds,Reynolds,668804
Mark Reynolds,35,591,MLB-NL,Colorado,78,162,135,13,23,7,0,4,20,22,0,57,2,0,3,3,2,0,0.17,0.29,0.311,0.601,Mark,Reynolds,Reynolds,448602
Garrett Richards,31,520,MLB-NL,San Diego,2,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Garrett,Richards,Richards,572070
Trevor Richards,26,593,MLB-NL,Miami,19,34,30,2,3,0,0,0,0,2,0,18,0,2,0,0,0,0,0.1,0.156,0.1,0.256,Trevor,Richards,Richards,670950
Joey Rickard,28,519,"MLB-AL,MLB-NL","Baltimore,San Francisco",68,189,168,14,38,9,2,3,10,18,1,50,3,0,0,1,4,2,0.226,0.312,0.357,0.669,Joey,Rickard,Rickard,572073
JT Riddle,27,593,MLB-NL,Miami,51,139,132,15,25,6,0,6,12,5,1,42,2,0,0,3,0,0,0.189,0.23,0.371,0.601,JT,Riddle,Riddle,595375
Austin Riley,22,519,MLB-NL,Atlanta,80,297,274,41,62,11,1,18,49,16,3,108,5,0,2,4,0,1,0.226,0.279,0.471,0.75,Austin,Riley,Riley,663586
Edwin Rios,25,519,MLB-NL,Los Angeles,27,56,47,10,13,2,1,4,8,9,0,21,0,0,0,1,0,0,0.277,0.393,0.617,1.01,Edwin,Rios,Rios,621458
Rene Rivera,35,519,MLB-NL,New York,9,20,17,2,4,0,0,1,3,3,0,4,0,0,0,0,0,0,0.235,0.35,0.412,0.762,Rene,Rivera,Rivera,425784
Yadiel Rivera,27,574,MLB-NL,Miami,34,66,60,8,11,2,0,0,3,6,0,20,0,0,0,1,2,0,0.183,0.258,0.217,0.474,Yadiel,Rivera,Rivera,592680
Anthony Rizzo,29,523,MLB-NL,Chicago,146,613,512,89,150,29,3,27,94,71,3,86,27,0,3,15,5,2,0.293,0.405,0.52,0.924,Anthony,Rizzo,Rizzo,519203
Tanner Roark,32,580,MLB-NL,Cincinnati,19,34,33,2,5,1,0,1,2,0,0,13,0,1,0,0,0,0,0.152,0.152,0.273,0.424,Tanner,Roark,Roark,543699
Daniel Robertson,25,519,MLB-AL,Tampa Bay,74,237,207,23,44,9,1,2,19,24,0,59,6,0,0,10,2,1,0.213,0.312,0.295,0.607,Daniel,Robertson,Robertson,621002
Drew Robinson,27,679,MLB-NL,St. Louis,5,7,7,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.143,0.143,0.143,0.286,Drew,Robinson,Robinson,592685
Victor Robles,22,519,MLB-NL,Washington,155,617,546,86,139,33,3,17,65,35,3,140,25,6,5,6,28,9,0.255,0.326,0.419,0.745,Victor,Robles,Robles,645302
Brendan Rodgers,22,617,MLB-NL,Colorado,25,81,76,8,17,2,0,0,7,4,0,27,1,0,0,2,0,0,0.224,0.272,0.25,0.522,Brendan,Rodgers,Rodgers,663898
Dereck Rodriguez,27,540,MLB-NL,San Francisco,17,29,29,1,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0.172,0.172,0.172,0.345,Dereck,Rodriguez,Rodriguez,605446
Eduardo Rodriguez,26,534,MLB-AL,Boston,3,9,7,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0.0,0.0,0.0,0.0,Eduardo,Rodriguez,Rodriguez,593958
Ronny Rodriguez,27,519,MLB-AL,Detroit,84,294,276,29,61,12,3,14,43,13,0,82,0,0,5,4,3,1,0.221,0.252,0.438,0.69,Ronny,Rodriguez,Rodriguez,500135
Sean Rodriguez,34,519,MLB-NL,Philadelphia,75,140,113,24,25,5,0,4,12,19,0,42,3,4,1,2,1,1,0.221,0.346,0.372,0.717,Sean,Rodriguez,Rodriguez,446481
Jake Rogers,24,520,MLB-AL,Detroit,35,128,112,11,14,3,0,4,8,13,0,51,1,2,0,3,0,0,0.125,0.222,0.259,0.481,Jake,Rogers,Rogers,668670
Josh Rojas,25,519,MLB-NL,Arizona,41,157,138,17,30,7,0,2,16,18,0,41,1,0,0,3,4,2,0.217,0.312,0.312,0.624,Josh,Rojas,Rojas,668942
Miguel Rojas,30,520,MLB-NL,Miami,132,526,483,52,137,29,1,5,46,32,2,62,5,1,5,15,9,5,0.284,0.331,0.379,0.71,Miguel,Rojas,Rojas,500743
Sal Romano,25,569,MLB-NL,Cincinnati,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Sal,Romano,Romano,607219
Austin Romine,30,520,MLB-AL,New York,72,240,228,29,64,12,0,8,35,10,0,50,0,1,1,7,1,1,0.281,0.31,0.439,0.748,Austin,Romine,Romine,519222
Jose Rondon,25,578,MLB-AL,"Chicago,Baltimore",56,157,143,10,28,3,0,3,9,11,0,38,2,1,0,4,0,0,0.196,0.263,0.28,0.543,Jose,Rondon,Rondon,602922
Amed Rosario,23,519,MLB-NL,New York,157,655,616,75,177,30,7,15,72,31,2,124,3,2,3,13,19,10,0.287,0.323,0.432,0.755,Amed,Rosario,Rosario,642708
Eddie Rosario,27,520,MLB-AL,Minnesota,136,590,562,91,155,28,1,32,109,22,2,86,0,0,6,10,3,0,0.276,0.3,0.5,0.8,Eddie,Rosario,Rosario,592696
Randy Rosario,25,693,MLB-NL,Chicago,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Randy,Rosario,Rosario,600968
Joe Ross,26,519,MLB-NL,Washington,11,20,19,1,2,0,0,0,0,1,0,10,0,0,0,0,0,0,0.105,0.15,0.105,0.255,Joe,Ross,Ross,605452
Rio Ruiz,25,520,MLB-AL,Baltimore,127,413,370,35,86,13,2,12,46,40,0,88,0,1,2,12,0,1,0.232,0.306,0.376,0.682,Rio,Ruiz,Ruiz,547004
Addison Russell,25,519,MLB-NL,Chicago,82,241,215,25,51,4,1,9,23,20,2,58,3,1,2,7,2,0,0.237,0.308,0.391,0.699,Addison,Russell,Russell,608365
Kyle Ryan,27,555,MLB-NL,Chicago,3,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.333,0.0,0.333,Kyle,Ryan,Ryan,594986
Hyun Jin Ryu,32,520,MLB-NL,Los Angeles,28,67,51,3,8,1,0,1,3,4,0,23,0,12,0,0,0,0,0.157,0.218,0.235,0.453,Hyun,Jin,Ryu,547943
CC Sabathia,38,555,MLB-AL,New York,2,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,CC,Sabathia,Sabathia,282332
Casey Sadler,28,580,MLB-NL,Los Angeles,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Casey,Sadler,Sadler,594987
Tyler Saladino,29,580,MLB-NL,Milwaukee,28,71,65,7,8,0,0,2,8,5,0,26,1,0,0,1,2,0,0.123,0.197,0.215,0.413,Tyler,Saladino,Saladino,573135
Jeff Samardzija,34,523,MLB-NL,San Francisco,29,56,50,1,6,2,0,0,1,0,0,30,0,6,0,0,0,0,0.12,0.12,0.16,0.28,Jeff,Samardzija,Samardzija,502188
Adrian Sampson,27,664,MLB-AL,Texas,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Adrian,Sampson,Sampson,592716
Aaron Sanchez,26,638,MLB-AL,Toronto,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Aaron,Sanchez,Sanchez,592717
Adrian Sanchez,28,519,MLB-NL,Washington,28,32,31,3,7,0,0,0,1,1,0,10,0,0,0,0,0,0,0.226,0.25,0.226,0.476,Adrian,Sanchez,Sanchez,506703
Anibal Sanchez,35,523,MLB-NL,Washington,27,56,52,1,6,0,0,0,1,0,0,24,0,4,0,3,0,0,0.115,0.115,0.115,0.231,Anibal,Sanchez,Sanchez,434671
Gary Sanchez,26,519,MLB-AL,New York,106,446,396,62,92,12,1,34,77,40,3,125,9,0,1,3,0,1,0.232,0.316,0.525,0.841,Gary,Sanchez,Sanchez,596142
Yolmer Sanchez,27,519,MLB-AL,Chicago,149,555,496,59,125,20,4,2,43,44,1,117,5,7,3,7,5,1,0.252,0.318,0.321,0.638,Yolmer,Sanchez,Sanchez,570560
Pablo Sandoval,32,547,MLB-NL,San Francisco,108,296,272,42,73,23,0,14,41,18,2,67,1,2,3,8,1,0,0.268,0.313,0.507,0.82,Pablo,Sandoval,Sandoval,467055
Patrick Sandoval,22,574,MLB-AL,Los Angeles,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Patrick,Sandoval,Sandoval,663776
Miguel Sano,26,519,MLB-AL,Minnesota,105,439,380,76,94,19,2,34,79,55,0,159,3,0,1,5,0,0,0.247,0.346,0.576,0.923,Miguel,Sano,Sano,593934
Carlos Santana,33,519,MLB-AL,Cleveland,158,686,573,110,161,30,1,34,93,108,12,108,3,0,2,13,4,0,0.281,0.397,0.515,0.911,Carlos,Santana,Santana,467793
Danny Santana,28,519,MLB-AL,Texas,130,511,474,81,134,23,6,28,81,25,2,151,6,0,5,8,21,5,0.283,0.324,0.534,0.857,Danny,Santana,Santana,542454
Dennis Santana,23,688,MLB-NL,Los Angeles,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,Dennis,Santana,Santana,642701
Domingo Santana,26,520,MLB-AL,Seattle,121,507,451,63,114,20,1,21,69,50,1,164,2,0,2,11,8,3,0.253,0.329,0.441,0.77,Domingo,Santana,Santana,570267
Anthony Santander,24,525,MLB-AL,Baltimore,93,405,380,46,99,20,1,20,59,19,0,86,2,1,3,1,1,1,0.261,0.297,0.476,0.773,Anthony,Santander,Santander,623993
Scott Schebler,28,668,MLB-NL,Cincinnati,30,95,81,11,10,2,0,2,7,14,0,27,0,0,0,3,0,1,0.123,0.253,0.222,0.475,Scott,Schebler,Schebler,594988
Max Scherzer,34,524,MLB-NL,Washington,28,61,55,6,10,0,0,0,2,0,0,27,0,6,0,1,2,0,0.182,0.182,0.182,0.364,Max,Scherzer,Scherzer,453286
Jonathan Schoop,27,519,MLB-AL,Minnesota,121,464,433,61,111,23,1,23,59,20,1,116,10,0,1,13,1,1,0.256,0.304,0.473,0.777,Jonathan,Schoop,Schoop,570731
Kyle Schwarber,26,519,MLB-NL,Chicago,155,610,529,82,132,29,3,38,92,70,5,156,5,0,6,6,2,3,0.25,0.339,0.531,0.871,Kyle,Schwarber,Schwarber,656941
Frank Schwindel,27,691,MLB-AL,Kansas City,6,15,15,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.067,0.067,0.067,0.133,Frank,Schwindel,Schwindel,643524
Corey Seager,25,519,MLB-NL,Los Angeles,134,541,489,82,133,44,1,19,87,44,3,98,4,0,4,8,1,0,0.272,0.335,0.483,0.817,Corey,Seager,Seager,608369
Kyle Seager,31,519,MLB-AL,Seattle,106,443,393,55,94,19,1,23,63,44,0,86,4,0,2,12,2,2,0.239,0.321,0.468,0.789,Kyle,Seager,Seager,572122
Jean Segura,29,522,MLB-NL,Philadelphia,144,618,576,79,161,37,4,12,60,30,1,73,8,1,3,11,10,2,0.28,0.323,0.42,0.743,Jean,Segura,Segura,516416
Marcus Semien,28,519,MLB-AL,Oakland,162,747,657,123,187,43,7,33,92,87,2,102,2,0,1,11,10,5,0.285,0.369,0.522,0.892,Marcus,Semien,Semien,543760
Antonio Senzatela,24,521,MLB-NL,Colorado,24,46,40,2,1,0,0,0,3,1,0,24,0,5,0,0,0,0,0.025,0.049,0.025,0.074,Antonio,Senzatela,Senzatela,622608
Nick Senzel,24,541,MLB-NL,Cincinnati,104,413,374,55,96,20,4,12,42,30,0,100,3,0,1,6,14,5,0.257,0.316,0.428,0.744,Nick,Senzel,Senzel,669222
Pedro Severino,25,525,MLB-AL,Baltimore,96,341,305,37,76,13,0,13,44,29,0,73,4,1,2,5,3,1,0.249,0.321,0.42,0.74,Pedro,Severino,Severino,600474
Paul Sewald,29,685,MLB-NL,New York,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Paul,Sewald,Sewald,623149
Chris Shaw,25,521,MLB-NL,San Francisco,14,20,18,0,1,0,0,0,0,2,0,8,0,0,0,0,0,0,0.056,0.15,0.056,0.206,Chris,Shaw,Shaw,622046
Travis Shaw,29,519,MLB-NL,Milwaukee,86,270,230,22,36,5,0,7,16,36,3,89,4,0,0,5,0,0,0.157,0.281,0.27,0.551,Travis,Shaw,Shaw,543768
Justus Sheffield,23,546,MLB-AL,Seattle,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Justus,Sheffield,Sheffield,656954
James Sherfy,27,649,MLB-NL,Arizona,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,James,Sherfy,Sherfy,642073
Chasen Shreve,28,588,MLB-NL,St. Louis,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1.0,,,Chasen,Shreve,Shreve,592741
JB Shuck,32,668,MLB-NL,Pittsburgh,27,57,47,4,10,0,1,0,2,8,0,10,1,1,0,0,1,1,0.213,0.339,0.255,0.595,JB,Shuck,Shuck,543776
Magneuris Sierra,23,526,MLB-NL,Miami,15,42,40,5,14,1,1,0,1,2,0,7,0,0,0,0,3,2,0.35,0.381,0.425,0.806,Magneuris,Sierra,Sierra,642423
Andrelton Simmons,29,519,MLB-AL,Los Angeles,103,424,398,47,105,19,0,7,40,24,1,37,2,0,0,21,10,2,0.264,0.309,0.364,0.673,Andrelton,Simmons,Simmons,592743
Lucas Sims,25,532,MLB-NL,Cincinnati,5,8,8,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0.125,0.125,0.125,0.25,Lucas,Sims,Sims,608371
Chance Sisco,24,521,MLB-AL,Baltimore,59,198,167,29,35,7,0,8,20,22,0,61,9,0,0,5,0,1,0.21,0.333,0.395,0.729,Chance,Sisco,Sisco,642082
Tyler Skaggs,27,617,MLB-AL,Los Angeles,2,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.333,0.0,0.333,Tyler,Skaggs,Skaggs,572140
Matt Skole,29,523,MLB-AL,Chicago,27,80,72,7,15,2,0,0,6,7,0,31,0,0,1,0,0,0,0.208,0.275,0.236,0.511,Matt,Skole,Skole,605474
Austin Slater,26,519,MLB-NL,San Francisco,67,192,168,20,40,9,3,5,21,22,1,59,2,0,0,1,1,0,0.238,0.333,0.417,0.75,Austin,Slater,Slater,596103
Burch Smith,29,660,MLB-NL,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Burch,Smith,Smith,572143
Caleb Smith,27,520,MLB-NL,Miami,27,49,43,2,10,2,0,0,3,0,0,15,1,5,0,2,0,0,0.233,0.25,0.279,0.529,Caleb,Smith,Smith,592761
Dominic Smith,24,519,MLB-NL,New York,87,197,177,35,50,10,0,11,25,19,0,44,1,0,0,5,1,2,0.282,0.355,0.525,0.881,Dominic,Smith,Smith,642086
Dwight Smith Jr.,26,521,MLB-AL,Baltimore,101,392,357,46,86,16,3,13,53,26,0,82,4,1,4,8,5,1,0.241,0.297,0.412,0.708,Dwight,Smith Jr.,Jr.,122416
Kevan Smith,31,519,MLB-AL,Los Angeles,67,211,191,21,48,12,0,5,20,16,0,37,3,0,1,8,2,0,0.251,0.318,0.393,0.71,Kevan,Smith,Smith,607345
Mallex Smith,26,519,MLB-AL,Seattle,134,566,510,70,116,19,9,6,37,42,0,141,11,2,1,7,46,9,0.227,0.3,0.335,0.635,Mallex,Smith,Smith,605480
Will Smith,29,563,MLB-NL,San Francisco,2,2,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0,Will,Smith,Smith,519293
Will Smith,24,519,MLB-NL,Los Angeles,54,196,170,30,43,9,0,15,42,18,1,52,5,0,3,3,2,0,0.253,0.337,0.571,0.907,Will,Smith,Smith,519293
Justin Smoak,32,519,MLB-AL,Toronto,121,500,414,54,86,16,0,22,61,79,3,106,6,0,1,11,0,0,0.208,0.342,0.406,0.748,Justin,Smoak,Smoak,475253
Drew Smyly,30,523,"MLB-NL,MLB-AL","Philadelphia,Texas",11,20,19,1,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0.0,0.05,0.0,0.05,Drew,Smyly,Smyly,592767
Chad Sobotka,25,583,MLB-NL,Atlanta,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Chad,Sobotka,Sobotka,656977
Eric Sogard,33,533,MLB-AL,"Toronto,Tampa Bay",110,442,396,59,115,23,2,13,40,38,2,63,2,3,3,4,8,0,0.29,0.353,0.457,0.81,Eric,Sogard,Sogard,519299
Nick Solak,24,519,MLB-AL,Texas,33,135,116,19,34,6,1,5,17,15,1,29,4,0,0,2,2,0,0.293,0.393,0.491,0.884,Nick,Solak,Solak,669256
Donovan Solano,31,519,MLB-NL,San Francisco,81,228,215,27,71,13,1,4,23,10,0,49,1,0,2,4,0,1,0.33,0.36,0.456,0.815,Donovan,Solano,Solano,456781
Yangervis Solarte,31,665,MLB-NL,San Francisco,28,78,73,9,15,5,0,1,7,4,1,16,0,1,0,4,0,0,0.205,0.247,0.315,0.562,Yangervis,Solarte,Solarte,500208
Jorge Soler,27,519,MLB-AL,Kansas City,162,679,589,95,156,33,1,48,117,73,3,178,10,0,4,16,3,1,0.265,0.354,0.569,0.922,Jorge,Soler,Soler,624585
Mike Soroka,21,519,MLB-NL,Atlanta,27,63,52,2,4,0,0,0,3,2,0,22,2,7,0,1,0,0,0.077,0.143,0.077,0.22,Mike,Soroka,Soroka,647336
Edmundo Sosa,23,523,MLB-NL,St. Louis,8,11,9,2,2,0,0,0,0,1,0,2,1,0,0,0,1,0,0.222,0.364,0.222,0.586,Edmundo,Sosa,Sosa,624641
Gregory Soto,24,647,MLB-AL,Detroit,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,Gregory,Soto,Soto,642397
Juan Soto,20,519,MLB-NL,Washington,150,659,542,110,153,32,5,34,110,108,3,132,3,0,6,11,12,1,0.282,0.401,0.548,0.949,Juan,Soto,Soto,665742
