Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,FirstName,LastName,suffix,batterid
Ryan Goins,31,519,MLB-AL,Chicago,52,163,144,13,36,6,1,2,10,17,1,44,1,1,0,7,0,1,0.25,0.333,0.347,0.681,Ryan,Goins,Goins,572365
Paul Goldschmidt,31,519,MLB-NL,St. Louis,161,682,597,97,155,25,1,34,97,78,2,166,2,0,3,11,3,1,0.26,0.346,0.476,0.821,Paul,Goldschmidt,Goldschmidt,502671
Yan Gomes,31,520,MLB-NL,Washington,97,358,314,36,70,16,0,12,43,38,6,84,5,0,1,7,2,0,0.223,0.316,0.389,0.704,Yan,Gomes,Gomes,543228
Carlos Gomez,33,611,MLB-NL,New York,34,99,86,10,17,3,0,3,10,7,0,30,3,2,1,3,4,1,0.198,0.278,0.337,0.616,Carlos,Gomez,Gomez,460576
Tony Gonsolin,25,524,MLB-NL,Los Angeles,8,14,13,2,4,0,0,0,1,0,0,4,0,1,0,0,0,0,0.308,0.308,0.308,0.615,Tony,Gonsolin,Gonsolin,664062
Marco Gonzales,27,531,MLB-AL,Seattle,2,6,5,1,1,1,0,0,0,0,0,4,0,1,0,0,0,0,0.2,0.2,0.4,0.6,Marco,Gonzales,Gonzales,594835
Carlos Gonzalez,33,613,"MLB-NL,MLB-AL","Chicago,Cleveland",45,166,145,21,29,3,0,3,10,18,1,52,1,0,2,3,0,0,0.2,0.289,0.283,0.572,Carlos,Gonzalez,Gonzalez,471865
Chi Chi Gonzalez,27,520,MLB-NL,Colorado,12,24,24,0,1,0,0,0,2,0,0,15,0,0,0,0,0,0,0.042,0.042,0.042,0.083,Chi,Chi,Gonzalez,592346
Erik Gonzalez,27,519,MLB-NL,Pittsburgh,53,156,142,15,36,4,1,1,6,9,3,37,1,3,1,5,4,1,0.254,0.301,0.317,0.618,Erik,Gonzalez,Gonzalez,570481
Gio Gonzalez,33,520,MLB-NL,Milwaukee,18,28,25,1,1,0,0,0,0,1,0,17,0,2,0,0,0,0,0.04,0.077,0.04,0.117,Gio,Gonzalez,Gonzalez,461829
Marwin Gonzalez,30,526,MLB-AL,Minnesota,114,463,425,52,112,19,0,15,55,31,2,98,6,0,1,7,1,0,0.264,0.322,0.414,0.736,Marwin,Gonzalez,Gonzalez,503556
Niko Goodrum,27,556,MLB-AL,Detroit,112,472,423,61,105,27,5,12,45,46,1,138,1,0,2,7,12,2,0.248,0.322,0.421,0.743,Niko,Goodrum,Goodrum,592348
Brian Goodwin,28,519,MLB-AL,Los Angeles,136,458,413,65,108,29,3,17,47,38,2,129,3,1,3,3,7,3,0.262,0.326,0.47,0.796,Brian,Goodwin,Goodwin,571718
Alex Gordon,35,519,MLB-AL,Kansas City,150,633,556,77,148,31,1,13,76,51,4,100,19,1,6,13,5,1,0.266,0.345,0.396,0.741,Alex,Gordon,Gordon,460086
Terrance Gore,28,603,MLB-AL,Kansas City,37,58,51,13,14,2,1,0,1,6,0,18,1,0,0,0,13,4,0.275,0.362,0.353,0.715,Terrance,Gore,Gore,605253
Phil Gosselin,30,519,MLB-NL,Philadelphia,43,68,65,5,17,3,0,0,7,3,0,16,0,0,0,1,0,0,0.262,0.294,0.308,0.602,Phil,Gosselin,Gosselin,594838
Trevor Gott,26,568,MLB-NL,San Francisco,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Trevor,Gott,Gott,641627
Matt Grace,30,561,MLB-NL,Washington,3,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Matt,Grace,Grace,594840
Yasmani Grandal,30,519,MLB-NL,Milwaukee,153,632,513,79,126,26,2,28,77,109,2,139,5,0,5,16,5,0,0.246,0.38,0.468,0.848,Yasmani,Grandal,Grandal,518735
Curtis Granderson,38,519,MLB-NL,Miami,136,363,317,44,58,17,1,12,34,41,1,98,3,0,2,3,0,1,0.183,0.281,0.356,0.637,Curtis,Granderson,Granderson,434158
Juan Graterol,30,532,MLB-NL,Cincinnati,6,18,18,1,4,0,0,0,1,0,0,4,0,0,0,0,0,0,0.222,0.222,0.222,0.444,Juan,Graterol,Graterol,492802
Jon Gray,27,563,MLB-NL,Colorado,26,59,47,1,3,0,0,0,1,3,0,22,0,9,0,2,0,0,0.064,0.12,0.064,0.184,Jon,Gray,Gray,592351
Sonny Gray,29,524,MLB-NL,Cincinnati,31,61,47,3,7,0,1,0,3,2,0,20,0,12,0,0,0,0,0.149,0.184,0.191,0.375,Sonny,Gray,Gray,543243
Chad Green,28,607,MLB-AL,New York,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Chad,Green,Green,643338
Zach Green,25,578,MLB-NL,San Francisco,7,16,14,1,2,1,0,0,1,2,0,6,0,0,0,2,0,0,0.143,0.25,0.214,0.464,Zach,Green,Green,608339
Didi Gregorius,29,519,MLB-AL,New York,82,344,324,47,77,14,2,16,61,17,1,53,1,0,2,5,2,0,0.238,0.276,0.441,0.718,Didi,Gregorius,Gregorius,544369
Grayson Greiner,26,519,MLB-AL,Detroit,58,224,208,18,42,5,1,5,19,13,0,70,1,1,1,5,0,0,0.202,0.251,0.308,0.559,Grayson,Greiner,Greiner,606988
Zack Greinke,35,545,"MLB-NL,MLB-AL","Arizona,Houston",25,56,50,7,14,4,1,3,8,2,0,12,0,4,0,2,1,1,0.28,0.308,0.58,0.888,Zack,Greinke,Greinke,425844
Randal Grichuk,27,519,MLB-AL,Toronto,151,627,585,75,136,29,5,31,80,35,0,162,5,0,2,20,2,0,0.232,0.281,0.458,0.739,Randal,Grichuk,Grichuk,545341
Trent Grisham,22,519,MLB-NL,Milwaukee,51,184,157,24,36,6,2,6,24,20,0,49,4,0,3,3,1,0,0.229,0.326,0.408,0.734,Trent,Grisham,Grisham,663757
Robbie Grossman,29,519,MLB-AL,Oakland,137,482,420,57,101,21,3,6,38,59,2,86,1,0,2,7,9,4,0.24,0.334,0.348,0.682,Robbie,Grossman,Grossman,543257
Deivy Grullon,23,520,MLB-NL,Philadelphia,4,9,9,0,1,1,0,0,1,0,0,2,0,0,0,1,0,0,0.111,0.111,0.222,0.333,Deivy,Grullon,Grullon,620453
Robert Gsellman,25,671,MLB-NL,New York,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1.0,,,Robert,Gsellman,Gsellman,607229
Javy Guerra,33,560,MLB-NL,Washington,5,5,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0.0,0.0,0.0,0.0,Javy,Guerra,Guerra,642770
Junior Guerra,34,562,MLB-NL,Milwaukee,3,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.333,0.333,0.333,0.667,Junior,Guerra,Guerra,448855
Vladimir Guerrero Jr.,20,521,MLB-AL,Toronto,123,514,464,52,126,26,2,15,69,46,0,91,2,0,2,17,0,0,0.272,0.339,0.433,0.772,Vladimir,Guerrero Jr.,Jr.,665489
Luis Guillorme,24,519,MLB-NL,New York,44,70,61,8,15,4,0,1,3,7,0,14,0,2,0,2,0,0,0.246,0.324,0.361,0.684,Luis,Guillorme,Guillorme,641645
Lourdes Gurriel Jr.,25,527,MLB-AL,Toronto,84,343,314,52,87,19,2,20,50,20,0,86,5,1,3,4,6,2,0.277,0.327,0.541,0.869,Lourdes,Gurriel Jr.,Jr.,666971
Yuli Gurriel,35,519,MLB-AL,Houston,144,612,564,85,168,40,2,31,104,37,2,65,5,0,6,12,5,3,0.298,0.343,0.541,0.884,Yuli,Gurriel,Gurriel,493329
Jandel Gustave,26,568,MLB-NL,San Francisco,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jandel,Gustave,Gustave,594311
Kelvin Gutierrez,24,627,MLB-AL,Kansas City,20,79,73,4,19,2,1,1,11,5,0,24,0,0,1,2,1,0,0.26,0.304,0.356,0.66,Kelvin,Gutierrez,Gutierrez,642721
Ronald Guzman,24,519,MLB-AL,Texas,87,295,256,34,56,20,0,10,36,32,1,87,3,0,4,7,1,2,0.219,0.308,0.414,0.723,Ronald,Guzman,Guzman,608597
Jedd Gyorko,30,519,MLB-NL,"Los Angeles,St. Louis",61,101,92,6,16,1,0,2,9,9,0,24,0,0,0,3,2,0,0.174,0.248,0.25,0.498,Jedd,Gyorko,Gyorko,576397
Eric Haase,26,519,MLB-AL,Cleveland,10,17,16,1,1,0,0,1,3,1,0,8,0,0,0,0,0,0,0.063,0.118,0.25,0.368,Eric,Haase,Haase,606992
Josh Hader,25,605,MLB-NL,Milwaukee,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Josh,Hader,Hader,623352
Sam Haggerty,25,519,MLB-NL,New York,11,4,4,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Sam,Haggerty,Haggerty,664059
Cole Hamels,35,520,MLB-NL,Chicago,23,46,42,1,6,1,0,0,4,1,0,15,1,1,1,2,0,0,0.143,0.178,0.167,0.344,Cole,Hamels,Hamels,430935
Billy Hamilton,28,519,"MLB-AL,MLB-NL","Kansas City,Atlanta",119,353,316,41,69,14,2,0,15,32,1,87,0,3,2,1,22,6,0.218,0.289,0.275,0.564,Billy,Hamilton,Hamilton,571740
J.D. Hammer,24,593,MLB-NL,Philadelphia,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,J.D.,Hammer,Hammer,670456
Garrett Hampson,24,519,MLB-NL,Colorado,104,327,299,40,74,9,4,8,27,24,1,88,0,2,2,2,15,2,0.247,0.302,0.385,0.686,Garrett,Hampson,Hampson,641658
Mitch Haniger,28,634,MLB-AL,Seattle,63,283,246,46,54,13,1,15,32,30,1,81,5,0,2,3,4,0,0.22,0.314,0.463,0.778,Mitch,Haniger,Haniger,571745
Alen Hanson,26,669,MLB-AL,Toronto,18,48,43,5,7,0,0,0,4,3,1,17,1,0,1,0,1,0,0.163,0.229,0.163,0.392,Alen,Hanson,Hanson,593700
Ian Happ,24,519,MLB-NL,Chicago,58,156,140,25,37,7,1,11,30,15,0,39,0,0,1,1,2,0,0.264,0.333,0.564,0.898,Ian,Happ,Happ,664023
J.A. Happ,36,673,MLB-AL,New York,2,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,J.A.,Happ,Happ,457918
Bryce Harper,26,519,MLB-NL,Philadelphia,157,682,573,98,149,36,1,35,114,99,11,178,6,0,4,10,15,2,0.26,0.372,0.51,0.882,Bryce,Harper,Harper,547180
Josh Harrison,31,644,MLB-AL,Detroit,36,146,136,10,24,7,1,1,8,6,0,26,2,0,2,0,4,2,0.176,0.219,0.265,0.484,Josh,Harrison,Harrison,543281
Donnie Hart,28,575,MLB-NL,"Milwaukee,New York",2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Donnie,Hart,Hart,643354
Adam Haseley,23,519,MLB-NL,Philadelphia,67,242,222,30,59,14,0,5,26,14,1,60,5,1,0,7,4,0,0.266,0.324,0.396,0.72,Adam,Haseley,Haseley,656514
Austin Hays,23,519,MLB-AL,Baltimore,21,75,68,12,21,6,0,4,13,7,0,13,0,0,0,0,2,0,0.309,0.373,0.574,0.947,Austin,Hays,Hays,669720
Ryon Healy,27,651,MLB-AL,Seattle,47,187,169,24,40,16,0,7,26,13,0,40,1,0,4,1,0,0,0.237,0.289,0.456,0.744,Ryon,Healy,Healy,592387
Adeiny Hechavarria,30,519,MLB-NL,"Atlanta,New York",84,221,203,34,49,12,1,9,33,14,0,48,3,0,1,3,3,0,0.241,0.299,0.443,0.742,Adeiny,Hechavarria,Hechavarria,588751
Austin Hedges,26,520,MLB-NL,San Diego,102,347,312,28,55,9,0,11,36,27,3,109,5,2,1,3,1,0,0.176,0.252,0.311,0.563,Austin,Hedges,Hedges,595978
Scott Heineman,26,520,MLB-AL,Texas,25,85,75,8,16,6,0,2,7,9,0,20,1,0,0,2,1,2,0.213,0.306,0.373,0.679,Scott,Heineman,Heineman,595981
Tyler Heineman,28,521,MLB-NL,Miami,5,12,11,1,3,1,0,1,2,0,0,4,0,1,0,0,0,0,0.273,0.273,0.636,0.909,Tyler,Heineman,Heineman,623168
Jeremy Hellickson,32,652,MLB-NL,Washington,8,13,9,3,1,0,0,0,0,2,0,4,0,2,0,0,0,0,0.111,0.273,0.111,0.384,Jeremy,Hellickson,Hellickson,476451
Ryan Helsley,24,544,MLB-NL,St. Louis,3,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.333,0.333,0.333,0.667,Ryan,Helsley,Helsley,664854
Kyle Hendricks,29,524,MLB-NL,Chicago,29,64,54,1,8,1,0,0,5,2,0,29,1,7,0,1,0,0,0.148,0.193,0.167,0.36,Kyle,Hendricks,Hendricks,543294
Guillermo Heredia,28,519,MLB-AL,Tampa Bay,89,231,204,31,46,13,0,5,20,18,0,60,6,2,1,4,2,2,0.225,0.306,0.363,0.668,Guillermo,Heredia,Heredia,628338
Michael Hermosillo,24,521,MLB-AL,Los Angeles,18,46,36,7,5,1,1,0,3,5,0,19,4,0,1,1,2,0,0.139,0.304,0.222,0.527,Michael,Hermosillo,Hermosillo,641684
Cesar Hernandez,29,519,MLB-NL,Philadelphia,161,667,612,77,171,31,3,14,71,45,4,100,6,0,4,9,9,2,0.279,0.333,0.408,0.741,Cesar,Hernandez,Hernandez,514917
Elieser Hernandez,24,533,MLB-NL,Miami,15,24,19,0,1,0,0,0,0,1,0,10,0,4,0,0,0,0,0.053,0.1,0.053,0.153,Elieser,Hernandez,Hernandez,622694
Enrique Hernandez,27,519,MLB-NL,Los Angeles,130,460,414,57,98,19,1,17,64,36,3,97,6,0,4,9,4,0,0.237,0.304,0.411,0.715,Enrique,Hernandez,Hernandez,571771
Felix Hernandez,33,545,MLB-AL,Seattle,2,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Felix,Hernandez,Hernandez,433587
Gorkys Hernandez,31,519,MLB-AL,Boston,20,57,49,5,7,1,2,0,2,5,0,14,0,2,1,0,1,0,0.143,0.218,0.245,0.463,Gorkys,Hernandez,Hernandez,491676
Marco Hernandez,26,519,MLB-AL,Boston,61,155,148,18,37,7,0,2,11,3,0,42,3,1,0,1,1,2,0.25,0.279,0.338,0.617,Marco,Hernandez,Hernandez,593523
Teoscar Hernandez,26,519,MLB-AL,Toronto,125,464,417,58,96,19,2,26,65,45,1,153,1,0,1,8,6,3,0.23,0.306,0.472,0.778,Teoscar,Hernandez,Hernandez,606192
Odubel Herrera,27,645,MLB-NL,Philadelphia,39,139,126,12,28,10,1,1,16,11,0,33,1,0,1,0,2,2,0.222,0.288,0.341,0.629,Odubel,Herrera,Herrera,546318
Rosell Herrera,26,622,MLB-NL,Miami,62,119,105,10,21,6,0,2,11,11,1,27,2,1,0,2,4,1,0.2,0.288,0.314,0.602,Rosell,Herrera,Herrera,594011
Chris Herrmann,31,539,MLB-AL,Oakland,30,94,84,9,17,3,0,1,8,9,0,29,0,1,0,4,0,0,0.202,0.28,0.274,0.553,Chris,Herrmann,Herrmann,543302
David Hess,25,581,MLB-AL,Baltimore,2,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,David,Hess,Hess,605276
Jason Heyward,29,523,MLB-NL,Chicago,147,589,513,78,129,20,4,21,62,68,5,110,5,0,3,12,8,2,0.251,0.343,0.429,0.772,Jason,Heyward,Heyward,518792
Aaron Hicks,29,576,MLB-AL,New York,59,255,221,41,52,10,0,12,36,31,0,72,0,0,3,2,1,1,0.235,0.325,0.443,0.769,Aaron,Hicks,Hicks,543305
John Hicks,29,519,MLB-AL,Detroit,95,333,319,29,67,15,0,13,35,13,0,109,0,0,1,7,1,1,0.21,0.24,0.379,0.62,John,Hicks,Hicks,543308
Kyle Higashioka,29,519,MLB-AL,New York,18,57,56,8,12,5,0,3,11,0,0,26,0,0,1,1,0,0,0.214,0.211,0.464,0.675,Kyle,Higashioka,Higashioka,543309
Rich Hill,39,519,MLB-NL,Los Angeles,10,20,18,0,3,1,0,0,1,1,0,9,0,1,0,0,0,0,0.167,0.211,0.222,0.433,Rich,Hill,Hill,448179
Sam Hilliard,25,519,MLB-NL,Colorado,27,87,77,13,21,4,2,7,13,9,0,23,1,0,0,1,2,0,0.273,0.356,0.649,1.006,Sam,Hilliard,Hilliard,656541
Keston Hiura,22,519,MLB-NL,Milwaukee,84,348,314,51,95,23,2,19,49,25,1,107,8,0,1,6,9,3,0.303,0.368,0.57,0.938,Keston,Hiura,Hiura,669374
Nico Hoerner,22,519,MLB-NL,Chicago,20,82,78,13,22,1,1,3,17,3,1,11,0,0,1,3,0,0,0.282,0.305,0.436,0.741,Nico,Hoerner,Hoerner,663538
Jeff Hoffman,26,519,MLB-NL,Colorado,18,24,21,2,5,0,0,0,1,0,0,9,0,3,0,0,0,0,0.238,0.238,0.238,0.476,Jeff,Hoffman,Hoffman,656546
Bryan Holaday,31,519,MLB-NL,Miami,42,129,115,12,32,6,0,4,12,11,2,21,1,1,1,5,0,1,0.278,0.344,0.435,0.779,Bryan,Holaday,Holaday,592407
Derek Holland,32,519,MLB-NL,"Chicago,San Francisco",14,16,14,0,1,0,0,0,0,1,0,10,0,1,0,0,0,0,0.071,0.133,0.071,0.205,Derek,Holland,Holland,502706
Clay Holmes,26,545,MLB-NL,Pittsburgh,5,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Clay,Holmes,Holmes,605280
Brock Holt,31,519,MLB-AL,Boston,87,295,259,38,77,14,2,3,31,28,1,57,4,0,4,4,1,0,0.297,0.369,0.402,0.771,Brock,Holt,Holt,571788
Rhys Hoskins,26,519,MLB-NL,Philadelphia,160,705,570,86,129,33,5,29,85,116,6,173,11,0,6,10,2,2,0.226,0.364,0.454,0.819,Rhys,Hoskins,Hoskins,656555
Eric Hosmer,29,519,MLB-NL,San Diego,160,667,619,72,164,29,2,22,99,40,3,163,3,0,5,12,0,3,0.265,0.31,0.425,0.735,Eric,Hosmer,Hosmer,543333
Adrian Houser,26,519,MLB-NL,Milwaukee,17,27,22,0,1,1,0,0,0,2,0,17,0,3,0,0,0,0,0.045,0.125,0.091,0.216,Adrian,Houser,Houser,605288
Sam Howard,26,524,MLB-NL,Colorado,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Sam,Howard,Howard,607572
Dakota Hudson,24,521,MLB-NL,St. Louis,28,59,51,1,4,0,0,0,2,0,0,24,1,7,0,1,0,0,0.078,0.096,0.078,0.175,Dakota,Hudson,Hudson,641712
Joe Hudson,28,535,MLB-NL,St. Louis,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Joe,Hudson,Hudson,116265
Jared Hughes,33,565,MLB-NL,Cincinnati,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jared,Hughes,Hughes,453172
Nick Hundley,35,632,MLB-AL,Oakland,31,73,70,5,14,3,1,2,5,2,0,18,1,0,0,7,0,0,0.2,0.233,0.357,0.59,Nick,Hundley,Hundley,460026
Chris Iannetta,36,569,MLB-NL,Colorado,52,164,144,20,32,10,0,6,21,18,3,54,1,0,1,9,0,0,0.222,0.311,0.417,0.728,Chris,Iannetta,Iannetta,455104
José Iglesias,29,520,MLB-NL,Cincinnati,146,530,504,62,145,21,3,11,59,20,3,70,3,1,2,17,6,6,0.288,0.318,0.407,0.724,José,Iglesias,Iglesias,578428
Raisel Iglesias,29,576,MLB-NL,Cincinnati,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Raisel,Iglesias,Iglesias,628452
Ender Inciarte,28,563,MLB-NL,Atlanta,65,230,199,30,49,11,2,5,24,26,2,41,4,0,1,1,7,0,0.246,0.343,0.397,0.74,Ender,Inciarte,Inciarte,542255
Cole Irvin,25,584,MLB-NL,Philadelphia,6,8,6,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0.167,0.375,0.167,0.542,Cole,Irvin,Irvin,608344
Alex Jackson,23,556,MLB-NL,Atlanta,4,15,13,0,0,0,0,0,0,1,1,5,1,0,0,1,0,0,0.0,0.133,0.0,0.133,Alex,Jackson,Jackson,656577
Drew Jackson,25,697,MLB-AL,Baltimore,3,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.25,0.0,0.25,Drew,Jackson,Jackson,623515
Edwin Jackson,35,640,MLB-AL,Toronto,2,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Edwin,Jackson,Jackson,429719
Jay Jackson,31,539,MLB-NL,Milwaukee,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jay,Jackson,Jackson,543351
Travis Jankowski,28,519,MLB-NL,San Diego,23,25,23,4,4,0,0,0,0,2,0,5,0,0,0,0,2,1,0.174,0.24,0.174,0.414,Travis,Jankowski,Jankowski,608671
Danny Jansen,24,520,MLB-AL,Toronto,107,384,347,41,72,12,1,13,43,31,1,79,4,1,1,8,0,1,0.207,0.279,0.36,0.64,Danny,Jansen,Jansen,643376
Kenley Jansen,31,695,MLB-NL,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Kenley,Jansen,Jansen,445276
Jon Jay,34,552,MLB-AL,Chicago,47,182,165,12,44,8,0,0,9,8,0,30,3,5,1,1,0,0,0.267,0.311,0.315,0.626,Jon,Jay,Jay,445055
Jeremy Jeffress,31,562,MLB-NL,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jeremy,Jeffress,Jeffress,502026
Eloy Jimenez,22,519,MLB-AL,Chicago,122,504,468,69,125,18,2,31,79,30,0,134,4,0,2,11,0,0,0.267,0.315,0.513,0.828,Eloy,Jimenez,Jimenez,650391
Connor Joe,26,694,MLB-NL,San Francisco,8,16,15,1,1,0,0,0,0,1,0,5,0,0,0,1,0,0,0.067,0.125,0.067,0.192,Connor,Joe,Joe,656582
Brian Johnson,28,554,MLB-AL,Boston,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Brian,Johnson,Johnson,598271
Adam Jones,33,520,MLB-NL,Arizona,137,529,486,66,126,25,1,16,67,31,2,102,8,0,3,15,2,1,0.259,0.313,0.414,0.726,Adam,Jones,Jones,430945
JaCoby Jones,27,571,MLB-AL,Detroit,88,333,298,39,70,19,3,11,26,27,2,94,6,1,1,6,7,2,0.235,0.31,0.43,0.74,JaCoby,Jones,Jones,592444
Caleb Joseph,33,519,MLB-NL,Arizona,19,41,38,5,8,2,0,0,3,1,0,10,1,1,0,0,0,0,0.211,0.25,0.263,0.513,Caleb,Joseph,Joseph,543376
Corban Joseph,30,520,"MLB-AL,MLB-NL","Oakland,San Francisco,Pittsburgh",28,68,64,5,10,3,0,1,7,3,0,12,0,0,1,2,0,0,0.156,0.191,0.25,0.441,Corban,Joseph,Joseph,543377
Matthew Joyce,34,519,MLB-NL,Atlanta,127,238,200,32,59,10,0,7,23,38,0,45,0,0,0,3,0,0,0.295,0.408,0.45,0.858,Matthew,Joyce,Joyce,459964
Aaron Judge,27,519,MLB-AL,New York,102,447,378,75,103,18,1,27,55,64,4,141,3,0,1,11,3,0,0.272,0.381,0.54,0.921,Aaron,Judge,Judge,592450
Jakob Junis,26,603,MLB-AL,Kansas City,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jakob,Junis,Junis,596001
Ariel Jurado,23,624,MLB-AL,Texas,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Ariel,Jurado,Jurado,642558
Jung Ho Kang,32,581,MLB-NL,Pittsburgh,65,185,172,15,29,7,1,10,24,11,0,60,1,0,1,4,0,0,0.169,0.222,0.395,0.617,Jung,Ho,Kang,628356
Brad Keller,23,586,MLB-AL,Kansas City,3,10,8,0,1,0,0,0,1,1,0,5,0,1,0,0,0,0,0.125,0.222,0.125,0.347,Brad,Keller,Keller,641745
Mitch Keller,23,524,MLB-NL,Pittsburgh,9,11,10,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0.0,0.0,0.0,0.0,Mitch,Keller,Keller,656605
Carson Kelly,24,521,MLB-NL,Arizona,111,365,314,46,77,19,0,18,47,48,10,79,2,0,1,11,0,0,0.245,0.348,0.478,0.826,Carson,Kelly,Kelly,608348
Joe Kelly,31,621,MLB-NL,Los Angeles,3,3,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Joe,Kelly,Kelly,116950
Merrill Kelly,30,523,MLB-NL,Arizona,29,60,52,3,1,0,0,0,2,2,0,25,0,6,0,2,0,0,0.019,0.056,0.019,0.075,Merrill,Kelly,Kelly,518876
Matt Kemp,34,680,MLB-NL,Cincinnati,20,62,60,4,12,2,0,1,5,1,0,19,0,0,1,2,0,0,0.2,0.21,0.283,0.493,Matt,Kemp,Kemp,461314
Tony Kemp,27,519,"MLB-NL,MLB-AL","Chicago,Houston",110,279,245,31,52,9,4,8,29,23,1,47,6,1,4,4,4,4,0.212,0.291,0.38,0.671,Tony,Kemp,Kemp,643393
Howie Kendrick,35,521,MLB-NL,Washington,121,370,334,61,115,23,1,17,62,27,1,49,4,0,5,11,2,1,0.344,0.395,0.572,0.966,Howie,Kendrick,Kendrick,435062
Max Kepler,26,527,MLB-AL,Minnesota,134,596,524,98,132,32,0,36,90,60,0,99,8,0,4,5,1,5,0.252,0.336,0.519,0.855,Max,Kepler,Kepler,596146
Clayton Kershaw,31,522,MLB-NL,Los Angeles,27,65,49,1,5,1,0,0,1,1,0,16,0,15,0,0,0,0,0.102,0.12,0.122,0.242,Clayton,Kershaw,Kershaw,477132
Dallas Keuchel,31,521,MLB-NL,Atlanta,19,41,38,0,5,1,0,0,2,1,0,28,0,2,0,0,0,0,0.132,0.154,0.158,0.312,Dallas,Keuchel,Keuchel,572971
Carter Kieboom,21,665,MLB-NL,Washington,11,43,39,4,5,0,0,2,2,4,1,16,0,0,0,0,0,0,0.128,0.209,0.282,0.491,Carter,Kieboom,Kieboom,666198
